,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
3105,Lassana Coulibaly,MLI,Centrocampista,Salernitana,26,1996,35,34,2892,3,3,6,12,0,0.8,1.8
3106,Alessio Cragno,ITA,PO,Monza,28,1994,1,1,90,0,0,0,0,0,0.0,0.0
3107,Bryan Cristante,ITA,Centrocampista,Roma,27,1995,36,34,2938,1,1,2,8,1,2.6,1.4
3108,Domen Črnigoj,SVN,Centrocampista,Salernitana,26,1995,7,4,296,0,0,0,1,0,0.1,0.4
3109,Juan Cuadrado,COL,Defensa,Juventus,34,1988,31,24,2078,1,3,4,6,1,1.4,2.7
3110,Mickaël Cuisance,FRA,Centrocampista,Sampdoria,22,1999,12,9,618,0,0,0,1,0,0.5,0.7
3111,Marco D'Alessandro,ITA,Defensa,Monza,31,1991,8,3,290,0,0,0,2,0,0.3,0.2
3112,Danilo D'Ambrosio,ITA,Defensa,Inter,33,1988,15,8,733,0,2,2,3,1,0.3,0.7
3113,Luca D'Andrea,ITA,Delantero,Sassuolo,17,2004,5,5,316,0,1,1,0,0,0.3,0.8
3114,Flavius Daniliuc,AUT,Defensa,Salernitana,21,2001,27,23,2195,0,2,2,9,0,0.6,0.5
3115,Danilo,BRA,Defensa,Juventus,31,1991,37,35,3184,3,3,6,5,0,2.8,2.4
3116,Matteo Darmian,ITA,Defensa,Inter,32,1989,31,24,2025,1,2,3,3,0,1.0,1.9
3117,Paweł Dawidowicz,POL,Defensa,Hellas Verona,27,1995,23,20,1632,1,1,2,6,1,1.1,0.8
3118,Charles De Ketelaere,BEL,Centrocampista,Milan,21,2001,32,9,1116,0,1,1,2,0,2.0,2.0
3119,Manuel De Luca,ITA,Delantero,Sampdoria,24,1998,2,0,44,0,0,0,0,0,0.0,0.0
3120,Tommaso De Nipoti,ITA,Centrocampista,Atalanta,19,2003,1,0,4,0,0,0,0,0,0.0,0.0
3121,Mattia De Sciglio,ITA,Defensa,Juventus,29,1992,17,11,1042,0,0,0,0,0,0.1,0.5
3122,Lorenzo De Silvestri,ITA,Defensa,Bologna,34,1988,15,6,672,1,0,1,1,0,0.6,0.2
3123,Koni De Winter,BEL,Defensa,Empoli,20,2002,14,12,1024,0,0,0,3,0,0.0,0.2
3124,Grégoire Defrel,MTQ,Delantero,Sassuolo,31,1991,27,13,1167,2,1,3,3,0,3.5,0.5
3125,Duccio Degl'Innocenti,ITA,Centrocampista,Empoli,19,2003,1,0,3,0,0,0,0,0,0.0,0.0
3126,Merih Demiral,TUR,Defensa,Atalanta,24,1998,28,14,1536,1,0,1,5,0,0.7,0.5
3127,Diego Demme,GER,Centrocampista,Napoli,30,1991,7,2,146,0,0,0,0,0,0.0,0.0
3128,Fabio Depaoli,ITA,Defensa,Hellas Verona,25,1997,31,24,2173,2,2,4,7,0,1.7,1.2
3129,Fabio Depaoli,ITA,Defensa,Sampdoria,25,1997,3,1,136,0,0,0,1,0,0.2,0.4
3130,Kastriot Dermaku,ALB,Defensa,Lecce,30,1992,1,0,34,0,0,0,0,0,0.0,0.0
3131,Cyriel Dessers,NGA,Delantero,Cremonese,27,1994,26,19,1587,6,1,7,3,0,7.1,1.6
3132,Sergiño Dest,USA,Defensa,Milan,21,2000,8,2,329,0,0,0,0,0,0.3,0.3
3133,Mattia Destro,ITA,Delantero,Empoli,31,1991,17,6,572,1,0,1,3,0,1.4,0.4
3134,Gerard Deulofeu,ESP,Delantero,Udinese,28,1994,16,15,1211,2,6,8,1,0,5.1,4.4
3135,Samuel Di Carmine,ITA,Delantero,Cremonese,33,1988,2,0,28,0,0,0,0,0,0.1,0.0
3136,Federico Di Francesco,ITA,Delantero,Lecce,28,1994,36,23,2031,2,2,4,5,0,3.3,2.7
3137,Michele Di Gregorio,ITA,PO,Monza,25,1997,37,37,3330,0,1,1,0,0,0.0,0.0
3138,Giovanni Di Lorenzo,ITA,Defensa,Napoli,28,1993,37,36,3257,3,4,7,2,0,2.7,4.7
3139,Ángel Di María,ARG,Delantero,Juventus,34,1988,26,15,1363,4,4,8,1,1,3.1,4.5
3140,Boulaye Dia,SEN,Delantero,Salernitana,25,1996,33,27,2518,16,6,22,4,0,8.8,3.1
3141,Brahim Díaz,ESP,Centrocampista,Milan,22,1999,33,27,1925,6,7,13,3,0,6.0,5.6
3142,Federico Dimarco,ITA,Defensa,Inter,24,1997,33,26,2069,4,3,7,0,0,3.1,6.9
3143,Koffi Djidji,CIV,Defensa,Torino,29,1992,34,26,2424,1,0,1,3,0,0.9,0.1
3144,Berat Djimsiti,ALB,Defensa,Atalanta,29,1993,24,20,1797,0,1,1,3,0,0.6,0.2
3145,Dodô,BRA,Defensa,Fiorentina,23,1998,33,28,2331,1,3,4,5,1,0.7,2.2
3146,Josh Doig,SCO,Defensa,Hellas Verona,20,2002,22,15,1354,2,3,5,1,0,1.8,1.2
3147,Nicolás Domínguez,ARG,Centrocampista,Bologna,24,1998,31,26,2300,3,2,5,10,0,2.6,2.9
3148,Giulio Donati,ITA,Defensa,Monza,32,1990,8,4,422,1,0,1,4,2,0.4,0.1
3149,Bartłomiej Drągowski,POL,PO,Spezia,24,1997,34,34,2946,0,1,1,1,0,0.0,0.1
3150,Ondrej Duda,SVK,Centrocampista,Hellas Verona,27,1994,15,11,1061,0,0,0,4,0,0.8,0.3
3151,Denzel Dumfries,NED,Defensa,Inter,26,1996,34,25,2218,1,4,5,4,0,3.6,4.9
3152,Alfred Duncan,GHA,Centrocampista,Fiorentina,29,1993,25,13,1103,1,0,1,3,0,0.5,0.6
3153,Paulo Dybala,ARG,Centrocampista,Roma,28,1993,25,21,1739,12,6,18,5,0,9.3,6.9
3154,Edin Džeko,BIH,Delantero,Inter,36,1986,33,18,1732,9,3,12,3,0,9.7,3.2
3155,Festy Ebosele,IRL,Defensa,Udinese,19,2002,17,4,411,0,1,1,4,0,0.2,0.9
3156,Enzo Ebosse,CMR,Defensa,Udinese,23,1999,20,9,930,0,0,0,3,0,0.1,0.0
3157,Tyronne Ebuehi,NGA,Defensa,Empoli,26,1995,26,22,1923,2,4,6,0,0,3.1,1.9
3158,Éderson,BRA,Centrocampista,Atalanta,23,1999,35,25,2215,1,1,2,4,0,2.0,2.3
3159,Kingsley Ehizibue,NED,Defensa,Udinese,27,1995,27,16,1535,2,0,2,7,0,2.0,0.9
3160,Albin Ekdal,SWE,Centrocampista,Spezia,33,1989,31,18,1734,0,2,2,6,1,2.9,1.6
3161,Emmanuel Ekong,SWE,Delantero,Empoli,20,2002,2,0,20,0,0,0,0,0,0.0,0.0
3162,Mikael Ellertsson,ISL,Centrocampista,Spezia,20,2002,11,1,171,0,0,0,3,0,0.1,0.0
3163,Elif Elmas,MKD,Delantero,Napoli,22,1999,36,14,1627,6,3,9,5,0,4.0,1.9
3164,Martin Erlic,CRO,Defensa,Sassuolo,24,1998,28,26,2330,0,0,0,2,0,0.5,0.2
3165,Gonzalo Escalante,ARG,Centrocampista,Cremonese,29,1993,9,7,555,0,1,1,0,1,0.2,0.2
3166,Salvatore Esposito,ITA,Centrocampista,Spezia,21,2000,15,10,971,1,0,1,5,1,0.7,1.5
3167,Nicolò Fagioli,ITA,Centrocampista,Juventus,21,2001,26,17,1520,3,3,6,3,0,1.5,1.3
3168,Wladimiro Falcone,ITA,PO,Lecce,27,1995,38,38,3420,0,0,0,2,0,0.0,0.2
3169,Davide Faraoni,ITA,Defensa,Hellas Verona,30,1991,23,19,1485,2,3,5,7,0,2.7,1.0
3170,Federico Fazio,ARG,Defensa,Salernitana,35,1987,14,12,1074,1,0,1,2,1,0.7,0.1
3171,Jacopo Fazzini,ITA,Centrocampista,Empoli,19,2003,21,8,825,0,0,0,4,0,1.0,0.9
3172,Lewis Ferguson,SCO,Centrocampista,Bologna,22,1999,32,27,2314,7,0,7,4,0,4.7,1.0
3173,Alex Ferrari,ITA,Defensa,Sampdoria,28,1994,12,10,868,0,0,0,3,0,0.2,0.4
3174,Alex Ferrari,ITA,Defensa,Cremonese,28,1994,16,13,1007,0,0,0,3,0,0.0,0.1
3175,Salvador Ferrer,ESP,Defensa,Spezia,24,1998,5,0,136,0,0,0,0,0,0.0,0.0
3176,Vincenzo Fiorillo,ITA,PO,Salernitana,32,1990,1,1,90,0,0,0,0,0,0.0,0.0
3177,Alessandro Florenzi,ITA,Defensa,Milan,31,1991,6,2,203,0,0,0,1,0,0.8,0.5
3178,Davide Frattesi,ITA,Centrocampista,Sassuolo,22,1999,36,35,2873,7,0,7,4,0,7.8,1.9
3179,Matteo Gabbia,ITA,Defensa,Milan,22,1999,12,6,613,0,0,0,2,0,0.0,0.0
3180,Manolo Gabbiadini,ITA,Delantero,Sampdoria,30,1991,35,27,2354,7,2,9,6,0,7.4,4.5
3181,Gianluca Gaetano,ITA,Centrocampista,Napoli,22,2000,8,0,76,1,1,2,0,0,1.1,0.2
3182,Roberto Gagliardini,ITA,Centrocampista,Inter,28,1994,19,7,783,0,0,0,5,1,0.9,0.3
3183,Adolfo Gaich,ARG,Delantero,Hellas Verona,23,1999,16,8,726,2,0,2,2,0,2.5,0.4
